duration,amplitude,abs_amplitude,direction,volatility,price_range,curvature,volume_change,avg_volume,volume_volatility,stroke_id,stroke_length,symbol,cluster
86400.0,-1.0,1.0,-1.0,0.5,1.0,0.0,-1.0,0.5,0.5,16,2,GOOGL,7
86400.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.5,17,2,GOOGL,0
259200.0,1.0,1.0,1.0,0.5,1.0,0.0,-1.0,0.5,0.5,18,2,GOOGL,0
86400.0,1.0,1.0,1.0,0.5,1.0,0.0,-1.0,0.5,0.5,0,2,MSFT,0
172800.0,-0.7979961449498825,0.7979961449498825,-1.0,0.4317411010226155,1.0,1.2020038550501175,0.949312417729735,0.3502291940900883,0.4599230971287216,1,3,MSFT,2
259200.0,1.0,1.0,1.0,0.5,1.0,0.0,-1.0,0.5,0.5,2,2,MSFT,0
86400.0,1.0,1.0,1.0,0.5,1.0,0.0,-1.0,0.5,0.5,3,2,MSFT,0
518400.0,1.0,1.0,1.0,0.3842733498788028,1.0,0.2556528548591053,0.2966335301267581,0.5126779822885917,0.3521447810692106,4,5,MSFT,4
172800.0,-0.8449394072545462,0.8449394072545462,-1.0,0.4394398441139754,1.0,1.1550605927454538,-0.340718301542885,0.4469061005142949,0.4150958816850185,5,3,MSFT,2
172800.0,0.8343900514558051,0.8343900514558051,1.0,0.4376240666022268,1.0,1.1656099485441949,1.0,0.3614958285025802,0.4528062253448378,6,3,MSFT,6
432000.0,-0.8942549293216753,0.8942549293216753,-1.0,0.4011829187652265,1.0,0.4528746043094424,-1.0,0.3318012912039937,0.3915283267202222,7,4,MSFT,1
604800.0,0.7539443349502319,0.7539443349502319,1.0,0.3479875033322568,1.0,0.2097796801756149,1.0,0.4452956132445285,0.3223086567167473,8,6,MSFT,4
86400.0,-1.0,1.0,-1.0,0.5,1.0,0.0,-1.0,0.5,0.5,9,2,MSFT,7
432000.0,0.6422429583118285,0.6422429583118285,1.0,0.4021834880019087,1.0,0.9906492741242918,-0.9755366581037588,0.5122316709481205,0.4763225609515118,10,4,MSFT,5
518400.0,-0.7149027465102569,0.7149027465102569,-1.0,0.4065217282817073,1.0,0.6441103269332842,-0.0307323776275718,0.3328232934709946,0.3689910107142185,11,5,MSFT,1
86400.0,-1.0,1.0,-1.0,0.5,1.0,0.0,1.0,0.5,0.5,12,2,MSFT,3
86400.0,-1.0,1.0,-1.0,0.5,1.0,0.0,1.0,0.5,0.5,13,2,MSFT,3
86400.0,-1.0,1.0,-1.0,0.5,1.0,0.0,1.0,0.5,0.5,14,2,MSFT,3
604800.0,1.0,1.0,1.0,0.3710451323839693,1.0,0.2360307418650935,-0.2628372944578478,0.4142041533345881,0.373610153803334,15,6,MSFT,4
432000.0,1.0,1.0,1.0,0.3866551610801808,1.0,0.1743373909641188,1.0,0.347413112659116,0.3915521179284673,16,4,MSFT,4
86400.0,-1.0,1.0,-1.0,0.5,1.0,0.0,1.0,0.5,0.5,17,2,MSFT,3
86400.0,-1.0,1.0,-1.0,0.5,1.0,0.0,1.0,0.5,0.5,18,2,MSFT,3
518400.0,-1.0,1.0,-1.0,0.3222717388672401,1.0,0.2430121990973869,-0.8970514941887123,0.3647624648631407,0.3932426976215071,19,5,MSFT,1
172800.0,-1.0,1.0,-1.0,0.4651532507899181,1.0,0.9458413402720944,0.2271690018712062,0.4090563339570687,0.4280282320750853,20,3,MSFT,2
345600.0,1.0,1.0,1.0,0.428198523078469,1.0,0.548061632481676,-0.7436803546142954,0.5812267848714318,0.4241016951484235,21,3,MSFT,0
864000.0,-0.9369549110827998,0.9369549110827998,-1.0,0.3554586612879035,1.0,0.2089402334853325,0.8664043801428473,0.4993758591146672,0.3128268041127945,22,9,MSFT,9
259200.0,1.0,1.0,1.0,0.5,1.0,0.0,-1.0,0.5,0.5,23,2,MSFT,0
86400.0,-1.0,1.0,-1.0,0.5,1.0,0.0,-1.0,0.5,0.5,0,2,NVDA,7
432000.0,-0.4978452567631533,0.4978452567631533,-1.0,0.3951742251492324,1.0,1.2510773716184234,-0.0079230361248404,0.3854750982526552,0.3716501041745023,1,4,NVDA,8
86400.0,1.0,1.0,1.0,0.5,1.0,0.0,-1.0,0.5,0.5,2,2,NVDA,0
86400.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.5,3,2,NVDA,0
86400.0,-1.0,1.0,-1.0,0.5,1.0,0.0,-1.0,0.5,0.5,4,2,NVDA,7
518400.0,-0.9136775201128272,0.9136775201128272,-1.0,0.3790267298972793,1.0,0.2319613139584405,0.6980621813630759,0.3477594187694403,0.3419216882288465,5,5,NVDA,1
432000.0,1.0,1.0,1.0,0.3542252165929246,1.0,0.4515777390557544,0.7421401577169185,0.4602741361974581,0.37391430422088,6,4,NVDA,4
172800.0,-1.0,1.0,-1.0,0.4290735052630058,1.0,0.560243975903614,-1.0,0.4628761084525963,0.4116102930125939,7,3,NVDA,2
691200.0,1.0,1.0,1.0,0.391776374421013,1.0,0.1595629194630874,-0.0674648016674785,0.380446457805924,0.328702571316749,8,7,NVDA,4
345600.0,-1.0,1.0,-1.0,0.4122070679641024,1.0,0.2417933080796876,1.0,0.3459673027569234,0.4627297378671715,9,3,NVDA,1
172800.0,0.8771508255391259,0.8771508255391259,1.0,0.4452821191122281,1.0,1.1228491744608742,-1.0,0.4535246390298518,0.4135052418304729,10,3,NVDA,6
172800.0,-0.6323053854352989,0.6323053854352989,-1.0,0.4129849916603596,1.0,1.367694614564701,1.0,0.4603804803320695,0.4120753321227828,11,3,NVDA,8
432000.0,-0.3922256864243965,0.3922256864243965,-1.0,0.4041304803004935,1.0,1.2685516860404191,-0.4711869728583869,0.4953047316543443,0.3546150048850244,12,4,NVDA,8
86400.0,1.0,1.0,1.0,0.5,1.0,0.0,-1.0,0.5,0.5,13,2,NVDA,0
86400.0,1.0,1.0,1.0,0.5,1.0,0.0,-1.0,0.5,0.5,14,2,NVDA,0
432000.0,-1.0,1.0,-1.0,0.3966451647720003,1.0,0.2551020408163219,-0.2226321709786276,0.4663508538705389,0.4307315087318818,15,4,NVDA,1
518400.0,1.0,1.0,1.0,0.3596065822515545,1.0,0.1230520380587326,0.7273324491955686,0.321001379790754,0.3525365844731215,16,5,NVDA,4
86400.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.5,17,2,NVDA,0
691200.0,-1.0,1.0,-1.0,0.3323566941412936,1.0,0.3109706222961816,-0.6240924997435977,0.2406708293019905,0.3301848554489627,18,7,NVDA,1
432000.0,0.4630809058267169,0.4630809058267169,1.0,0.4106871775484388,1.0,1.2588896300009464,-0.5261929255361241,0.4448933969409557,0.3705941905604299,19,4,NVDA,5
172800.0,-0.9077809798270872,0.9077809798270872,-1.0,0.4512415779475653,1.0,1.0922190201729127,0.5894665045972588,0.4701778318009137,0.4104209912990024,20,3,NVDA,2
604800.0,-0.6526757607555117,0.6526757607555117,-1.0,0.3494604452237685,1.0,0.7867266526757597,0.8010653659524394,0.323982193275601,0.3313541992363328,21,6,NVDA,1
86400.0,-1.0,1.0,-1.0,0.5,1.0,0.0,1.0,0.5,0.5,22,2,NVDA,3
259200.0,1.0,1.0,1.0,0.5,1.0,0.0,-1.0,0.5,0.5,23,2,NVDA,0
518400.0,0.7932957200671706,0.7932957200671706,1.0,0.365770338643555,1.0,0.3865610863309656,0.332352394768152,0.3955681867591081,0.3714231182248883,0,5,TSLA,4
86400.0,1.0,1.0,1.0,0.5,1.0,0.0,-1.0,0.5,0.5,1,2,TSLA,0
259200.0,1.0,1.0,1.0,0.4075194851073796,1.0,0.2686337553604251,1.0,0.39921606886105,0.380428088519897,2,4,TSLA,6
259200.0,1.0,1.0,1.0,0.5,1.0,0.0,-1.0,0.5,0.5,3,2,TSLA,0
691200.0,0.6541172291364232,0.6541172291364232,1.0,0.2963112324482778,1.0,0.4666939953324739,-1.0,0.2743409374794556,0.3097203196806786,4,7,TSLA,4
86400.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.5,5,2,TSLA,0
259200.0,-0.5025315558555525,0.5025315558555525,-1.0,0.3755726044142022,1.0,0.9363813702328722,0.9390145408692598,0.5795817305390177,0.4129062427061886,7,4,TSLA,8
345600.0,0.1391974640489042,0.1391974640489042,1.0,0.4422614787025486,1.0,1.860802535951096,-0.6454235290922272,0.4515254903025909,0.4139640356932895,8,3,TSLA,5
259200.0,-0.7777777072310682,0.7777777072310682,-1.0,0.3909143000653339,1.0,0.548611369598663,0.2294191919191919,0.4534722222222222,0.4396368235080828,9,4,TSLA,2
259200.0,1.0,1.0,1.0,0.5,1.0,0.0,-1.0,0.5,0.5,10,2,TSLA,0
86400.0,-1.0,1.0,-1.0,0.5,1.0,0.0,-1.0,0.5,0.5,11,2,TSLA,7
86400.0,1.0,1.0,1.0,0.5,1.0,0.0,-1.0,0.5,0.5,12,2,TSLA,0
432000.0,0.6573879322205198,0.6573879322205198,1.0,0.3629452132816397,1.0,0.5192722265911294,-0.306068107103535,0.4580040683101286,0.3644270342929696,13,4,TSLA,5
86400.0,-1.0,1.0,-1.0,0.5,1.0,0.0,-1.0,0.5,0.5,14,2,TSLA,7
172800.0,0.6373620006373637,0.6373620006373637,1.0,0.4133516983068209,1.0,1.3626379993626363,1.0,0.4698583816521341,0.4104676613083221,15,3,TSLA,6
432000.0,0.4312331089202794,0.4312331089202794,1.0,0.3625862232508311,1.0,0.829855881422244,-1.0,0.4661455030833482,0.3651198801951417,16,4,TSLA,5
172800.0,-0.9551602055114412,0.9551602055114412,-1.0,0.4611991164781981,1.0,1.0448397944885586,-0.634131550048352,0.455289483317216,0.4131158763237618,17,3,TSLA,2
345600.0,1.0,1.0,1.0,0.4100850401854864,1.0,0.1644850245790678,1.0,0.6266193584856992,0.4457932150149065,18,3,TSLA,0
345600.0,-1.0,1.0,-1.0,0.3552206540727951,1.0,0.6531100335195101,0.7542163283082345,0.3839202164002285,0.4121530574318794,19,5,TSLA,1
259200.0,1.0,1.0,1.0,0.5,1.0,0.0,-1.0,0.5,0.5,20,2,TSLA,0
86400.0,-1.0,1.0,-1.0,0.5,1.0,0.0,-1.0,0.5,0.5,21,2,TSLA,7
864000.0,-1.0,1.0,-1.0,0.3124055611533272,1.0,0.2694650980394369,0.6560375282330456,0.525012479075142,0.3554885609787634,22,9,TSLA,9
259200.0,1.0,1.0,1.0,0.5,1.0,0.0,-1.0,0.5,0.5,23,2,TSLA,0
